resolution,3.000000000e+01,4.000000000e+01,5.000000000e+01,6.000000000e+01,7.000000000e+01,8.000000000e+01,9.000000000e+01,1.000000000e+02,1.100000000e+02,1.200000000e+02,1.300000000e+02,1.400000000e+02,1.500000000e+02,1.600000000e+02,1.700000000e+02,1.800000000e+02,1.900000000e+02,2.000000000e+02,2.100000000e+02,2.200000000e+02,2.300000000e+02,2.400000000e+02,2.500000000e+02,2.600000000e+02,2.700000000e+02,2.800000000e+02,2.900000000e+02,3.000000000e+02,3.100000000e+02,3.200000000e+02,3.300000000e+02,3.400000000e+02,3.500000000e+02,3.600000000e+02,3.700000000e+02,3.800000000e+02,3.900000000e+02,4.000000000e+02,4.100000000e+02,4.200000000e+02,4.300000000e+02,4.400000000e+02,4.500000000e+02,4.600000000e+02,4.700000000e+02,4.800000000e+02,4.900000000e+02,5.000000000e+02
1.000000000e-06,1.368855763e-02,1.408281049e-02,8.646984118e-03,9.979467447e-03,1.106733977e-02,7.753597472e-03,1.266507040e-02,1.239647926e-02,1.050368684e-02,1.048935899e-02,1.015779976e-02,1.450924669e-02,1.072207726e-02,1.626684337e-02,1.303933790e-02,1.641151881e-02,1.500530340e-02,1.486248232e-02,1.995354169e-02,2.104065104e-02,2.290098594e-02,2.344400532e-02,2.428234417e-02,2.629663051e-02,2.777453225e-02,2.920661184e-02,3.553833082e-02,3.785511507e-02,4.208382162e-02,4.114012866e-02,4.538761329e-02,4.505821113e-02,5.054210111e-02,5.286479671e-02,5.470248315e-02,5.721026238e-02,6.339170254e-02,6.372907324e-02,6.796227232e-02,7.665363808e-02,7.862246545e-02,8.694252753e-02,8.789696493e-02,9.709992424e-02,1.010556960e-01,1.066654120e-01,1.145844368e-01,1.151241343e-01
1.100000000e-06,9.411979246e-03,1.016537852e-02,1.366783102e-02,1.008005594e-02,1.016277673e-02,7.791260603e-03,1.333208785e-02,8.262216597e-03,1.655737393e-02,1.086521592e-02,1.545031699e-02,1.467109054e-02,1.633301085e-02,1.832463478e-02,1.967916903e-02,2.074209249e-02,2.071827815e-02,2.359275026e-02,2.311087640e-02,2.323782949e-02,2.682310177e-02,2.434071464e-02,2.907399121e-02,3.405044704e-02,3.581381145e-02,3.487827480e-02,3.392741452e-02,4.332656351e-02,4.182057885e-02,4.866364178e-02,5.400097219e-02,5.571266406e-02,5.766207904e-02,6.400111328e-02,7.296510977e-02,7.326185371e-02,7.500863991e-02,8.126101598e-02,8.942944504e-02,9.572676912e-02,1.033408765e-01,1.092789159e-01,1.169465791e-01,1.260567879e-01,1.349571076e-01,1.400606717e-01,1.548529822e-01,1.598644321e-01
1.200000000e-06,9.056666839e-03,9.223768966e-03,7.449110888e-03,9.351769516e-03,1.307181590e-02,1.078978886e-02,8.932782060e-03,1.181125934e-02,1.369142092e-02,1.278324409e-02,1.419080155e-02,1.609513196e-02,1.689233987e-02,1.811851490e-02,1.753199021e-02,2.051904645e-02,1.857342755e-02,2.155436189e-02,2.785343951e-02,3.346567095e-02,3.173028515e-02,3.491668058e-02,3.764851461e-02,3.852697110e-02,4.186956644e-02,4.427570945e-02,4.593075479e-02,5.207155848e-02,5.670692464e-02,5.785492683e-02,6.004416272e-02,6.749795673e-02,7.536577103e-02,7.991331208e-02,8.350502517e-02,9.022600316e-02,1.011982607e-01,1.069849906e-01,1.123917333e-01,1.210609990e-01,1.320301492e-01,1.445308184e-01,1.567917033e-01,1.642880382e-01,1.760005667e-01,1.905484553e-01,2.009091006e-01,2.174040008e-01
1.300000000e-06,1.223986675e-02,1.042018368e-02,5.841808571e-03,9.216889339e-03,9.838581013e-03,9.851035073e-03,9.308266490e-03,1.267258319e-02,1.195472287e-02,1.276620028e-02,1.623921912e-02,1.708461715e-02,1.621788764e-02,2.334864919e-02,2.186073202e-02,2.412848653e-02,2.714950898e-02,2.981803715e-02,2.840781165e-02,3.533295280e-02,3.316397469e-02,3.693232720e-02,3.798391297e-02,4.955274812e-02,5.319005240e-02,5.419559093e-02,6.172040094e-02,6.185958768e-02,6.762948518e-02,7.073289458e-02,8.014614922e-02,8.673153262e-02,8.798405775e-02,9.515215039e-02,1.088566762e-01,1.137415234e-01,1.251653427e-01,1.357039416e-01,1.470045839e-01,1.618541204e-01,1.675268434e-01,1.818875134e-01,2.041626217e-01,2.139752848e-01,2.288290824e-01,2.430529315e-01,2.619495577e-01,2.759939259e-01
1.400000000e-06,7.249031905e-03,9.140844148e-03,1.361407481e-02,9.605418805e-03,8.489126495e-03,1.186048391e-02,1.111996274e-02,1.537378994e-02,1.364625733e-02,1.954781288e-02,1.737204156e-02,1.766040513e-02,1.730115307e-02,2.292518628e-02,2.781711381e-02,2.549815148e-02,2.785762055e-02,2.985926495e-02,3.526539456e-02,3.944123064e-02,3.805033038e-02,4.407200843e-02,5.155596160e-02,5.096470980e-02,5.603322191e-02,6.484447810e-02,6.826814604e-02,6.886874869e-02,7.765106148e-02,8.576151846e-02,8.925408316e-02,1.058697719e-01,1.105458819e-01,1.254190695e-01,1.348395158e-01,1.433328770e-01,1.581035041e-01,1.791458721e-01,1.897898548e-01,2.029705594e-01,2.189852090e-01,2.367650833e-01,2.520791942e-01,2.724067486e-01,2.911261907e-01,3.103748620e-01,3.324167874e-01,3.524231465e-01
1.500000000e-06,8.476202085e-03,1.047533424e-02,1.456416587e-02,1.477350898e-02,1.237865143e-02,1.146876322e-02,1.136468505e-02,1.075711386e-02,1.307594476e-02,1.752175870e-02,2.058069003e-02,1.912634361e-02,2.600826529e-02,2.262353701e-02,2.623174024e-02,3.373237277e-02,3.296057188e-02,3.826087479e-02,4.243655672e-02,4.542956259e-02,4.998681349e-02,5.291508186e-02,5.920449477e-02,6.070672677e-02,7.114147801e-02,7.020479360e-02,7.995291902e-02,9.293070692e-02,9.766540286e-02,1.068758547e-01,1.119617613e-01,1.254104099e-01,1.384250239e-01,1.543885968e-01,1.648463781e-01,1.854622289e-01,1.980788324e-01,2.128477372e-01,2.342369214e-01,2.516896650e-01,2.737548963e-01,2.949483703e-01,3.120977502e-01,3.376579692e-01,3.581512194e-01,3.863489562e-01,4.101806521e-01,4.344770447e-01
1.600000000e-06,1.192754871e-02,9.529850034e-03,1.012890928e-02,8.000235283e-03,7.264808050e-03,1.028418766e-02,1.687052725e-02,1.443855195e-02,1.550182326e-02,1.636500082e-02,2.131736602e-02,2.766746147e-02,2.456123571e-02,3.097079372e-02,3.055389767e-02,3.513929617e-02,4.182758488e-02,3.801843269e-02,4.305363828e-02,5.017118123e-02,5.720239386e-02,5.914756518e-02,6.391086759e-02,7.178082159e-02,7.798706593e-02,9.081237267e-02,9.518505254e-02,1.045704745e-01,1.142335244e-01,1.298273687e-01,1.445733461e-01,1.521249333e-01,1.748823723e-01,1.918318116e-01,2.065676303e-01,2.233015318e-01,2.439451258e-01,2.641713077e-01,2.873795476e-01,3.104399650e-01,3.359186447e-01,3.594226875e-01,3.823282895e-01,4.120562178e-01,4.386996240e-01,4.640914702e-01,4.932488997e-01,5.229536626e-01
1.700000000e-06,1.040564927e-02,1.042502982e-02,1.055058933e-02,8.852602681e-03,1.015641125e-02,9.768178140e-03,1.500298017e-02,1.415430192e-02,1.689784788e-02,2.536123976e-02,1.981365933e-02,2.081185916e-02,2.644897369e-02,2.894968976e-02,3.355988257e-02,3.667423921e-02,4.203284646e-02,4.610578491e-02,5.089116519e-02,5.583937451e-02,6.364532746e-02,6.625640045e-02,8.003443479e-02,8.603795178e-02,9.466345733e-02,1.032607270e-01,1.141239977e-01,1.288561212e-01,1.388565195e-01,1.590817345e-01,1.773570623e-01,1.942828275e-01,2.099871141e-01,2.314016875e-01,2.521975989e-01,2.725202812e-01,2.987735517e-01,3.236935162e-01,3.491839114e-01,3.736617940e-01,4.030837187e-01,4.331077722e-01,4.606091586e-01,4.908242532e-01,5.209047497e-01,5.521506589e-01,5.848431908e-01,6.182607312e-01
1.800000000e-06,9.290074290e-03,1.200303400e-02,7.123800147e-03,1.085518335e-02,1.296512261e-02,1.265819229e-02,1.533535386e-02,1.650048062e-02,1.885249692e-02,2.142789886e-02,2.612747734e-02,2.772510179e-02,3.051239234e-02,3.334375103e-02,3.617930137e-02,4.063753702e-02,4.283789394e-02,4.658928580e-02,5.584051241e-02,6.328129267e-02,7.238285120e-02,7.856109883e-02,8.709834255e-02,9.872814057e-02,1.081064302e-01,1.243929980e-01,1.322556917e-01,1.528766928e-01,1.723536734e-01,1.858420066e-01,2.118840303e-01,2.306714416e-01,2.557120696e-01,2.773426860e-01,3.021274089e-01,3.290313948e-01,3.564391703e-01,3.848341648e-01,4.142042685e-01,4.462127691e-01,4.751108415e-01,5.076737987e-01,5.408380374e-01,5.753213036e-01,6.103198827e-01,6.465169735e-01,6.829885765e-01,7.194274026e-01
